OBJECTID,ADDRESS,OWNERSHIP_TYPE,BUILDING_USE,USE_CODE,USE_DESCRIPTION,USE_LONG_DESCRIPTION,AGENCY,OWNERNAME,OWNERNAME2,WARD,ANC,ZONING,SITENAME,PROPTYPE,UNITS,MAR_ID,SHAPEAREA,SHAPELEN
117033,1730 STANTON TERRACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1730 STANTON TERRACE SE,Residential-Single Family (Row,0,298919,0,0
117034,1485 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1485 BRUCE PLACE SE,Residential-Single Family (Row,0,306532,0,0
117035,1830 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1830 ALABAMA AVENUE SE,Residential-Single Family (Row,0,298991,0,0
117039,1854 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1854 ALABAMA AVENUE SE,Residential-Single Family (Sem,0,299036,0,0
117040,2201 G STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,5,ANC 5D,R-5-B,LANGSTON TERRACE,Residential-Apartment (Walkup),0,286708,0,0
117044,209 K STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-5-A,GREENLEAF GARDENS,Residential-Apartment (Walkup),0,147266,0,0
117046,240 W STREET NW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1,ANC 1B,R-5-B,KELLY MILLER APARTMENTS,Residential-Apartment (Walkup),9,284378,0,0
117049,115 RIDGE ROAD SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Apartment (Walkup),2,149802,0,0
117050,5098 G STREET SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  5098 G STREET SE,Residential-Single Family (Row,0,305377,0,0
117055,4737 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,BENNING TERRACE,Residential-Apartment (Walkup),0,290934,0,0
117056,1504 TUBMAN ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1504 TUBMAN ROAD SE,Residential-Single Family (Row,0,303426,0,0
117057,226 50TH STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7C,R-5-A,LINCOLN HEIGHTS DWELLINGS,Residential-Apartment (Walkup),0,148733,0,0
117058,109 58TH STREET SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,EAST CAPITOL FAMILY RENTAL LP,DISTRICT OF COLUMBIA HOUSING AUTHORITY,7,ANC 7C,R-2,CAPITOL GATEWAY:  109 58TH STREET SE,Residential-Single Family (Row,0,302555,0,0
117060,901 VARNEY STREET SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  901 VARNEY STREET SE,Residential-Apartment (Walkup),6,278747,0,0
117061,1910 FREDERICK DOUGLASS COURT SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1910 FREDERICK DOUGLASS COURT SE,Residential-Single Family (Sem,0,300939,0,0
117064,1240 EATON RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,MIXED,BARRY FARMS,Vacant-True,0,,0,0
117065,2606 STERLING ST SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-1B,BARRY FARMS,Vacant-True,0,,0,0
117066,3265 STANTON ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3265 STANTON ROAD SE,Residential-Single Family (Row,0,155582,0,0
117067,3810 SOUTHERN AVENUE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7B,R-5-A,THE VILLAGER,Residential-Apartment (Walkup),20,30453,0,0
117069,5749 EAST CAPITOL STREET SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,EAST CAPITOL FAMILY RENTAL LP,DISTRICT OF COLUMBIA HOUSING AUTHORITY,7,ANC 7C,R-2,CAPITOL GATEWAY:  5749 EAST CAPITOL STREET SE,Residential-Single Family (Row,0,303558,0,0
117073,238 I STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-5-A,GREENLEAF GARDENS,Residential-Apartment (Walkup),0,147310,0,0
117074,1817 FREDERICK DOUGLASS PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1817 FREDERICK DOUGLASS PLACE SE,Residential-Single Family (Row,0,298970,0,0
117075,211 37TH PLACE SE,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Multifamily (Misce,0,150280,0,0
117076,1286 EATON RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,147995,0,0
117078,700 21ST STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,5,ANC 5D,R-5-B,LANGSTON TERRACE,Residential-Apartment (Walkup),0,251,0,0
117079,5329 DIX STREET NE,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7C,R-5-A,RICHARDSON DWELLINGS,Residential-Multifamily (Misce,0,148898,0,0
117082,905 DELAWARE AVENUE SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-5-A,GREENLEAF GARDENS,Residential-Apartment (Walkup),0,151201,0,0
117092,1109 SUMNER RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-1B,BARRY FARMS,Vacant-True,0,,0,0
117094,1125 STEVENS ROAD SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-2D,BARRY FARM DWELLINGS,Residential-Apartment (Walkup),0,155193,0,0
117095,135 RIDGE ROAD SE,PUBLIC,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Flats (Less Than 5,0,149945,0,0
117105,5010 KIMI GRAY COURT SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  5010 KIMI GRAY COURT SE,Residential-Single Family (Row,0,307409,0,0
117106,4708 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,BENNING TERRACE,Residential-Apartment (Walkup),0,155858,0,0
117112,2107 4TH STREET NW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1,ANC 1B,R-5-B,KELLY MILLER APARTMENTS,Residential-Apartment (Walkup),0,290588,0,0
117113,1858 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1858 ALABAMA AVENUE SE,Residential-Single Family (Sem,0,299041,0,0
117118,240 37TH STREET SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Apartment (Walkup),4,150387,0,0
117119,3908 WHEELER ROAD SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  3908 WHEELER ROAD SE,Residential-Single Family (Sem,0,278449,0,0
117120,5052 G STREET SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  5052 G STREET SE,Residential-Single Family (Row,0,305311,0,0
117123,45 P STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,SYPHAX GARDENS,Residential-Apartment (Walkup),6,276642,0,0
117124,113 58TH STREET SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,EAST CAPITOL FAMILY RENTAL LP,DISTRICT OF COLUMBIA HOUSING AUTHORITY,7,ANC 7C,R-2,CAPITOL GATEWAY:  113 58TH STREET SE,Residential-Single Family (Row,0,302563,0,0
117126,2125 4TH STREET NW,PUBLIC,PUBLIC HOUSING,022,Residential-Apartment-Elevator,"(Class 2) : Structure with 12 or more units; 1 owner; elevator; more than 3 floors; may have accessory uses (parking, laundry, etc.). Owner's motivation is investment income.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1,ANC 1B,R-5-B,LEDROIT APARTMENTS:  2125 4TH STREET NW,Residential-Apartment (Elevato,106,284228,0,0
117128,132 56TH PLACE SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,EAST CAPITOL FAMILY RENTAL LP,DISTRICT OF COLUMBIA HOUSING AUTHORITY,7,ANC 7C,R-2,CAPITOL GATEWAY:  132 56TH PLACE SE,Residential-Single Family (Row,0,149917,0,0
117129,1382 1ST STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,290462,0,0
117131,111 58TH STREET SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,EAST CAPITOL FAMILY RENTAL LP,DISTRICT OF COLUMBIA HOUSING AUTHORITY,7,ANC 7C,R-2,CAPITOL GATEWAY:  111 58TH STREET SE,Residential-Single Family (Row,0,302559,0,0
117132,2301 11TH STREET NW,PUBLIC,PUBLIC HOUSING,022,Residential-Apartment-Elevator,"(Class 2) : Structure with 12 or more units; 1 owner; elevator; more than 3 floors; may have accessory uses (parking, laundry, etc.). Owner's motivation is investment income.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1,ANC 1B,R-5-B,GARFIELD TERRACE (SENIOR),Residential-Apartment (Elevato,228,284334,0,0
117134,1817 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1817 BRUCE PLACE SE,Residential-Single Family (Sem,0,298969,0,0
117138,911 VARNEY STREET SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  911 VARNEY STREET SE,Residential-Apartment (Walkup),6,278753,0,0
117142,1212 EATON RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-2A,BARRY FARMS,Vacant-True,0,,0,0
117144,1461 BRUCE STREET SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1461 BRUCE STREET SE,Residential-Single Family (Sem,0,305745,0,0
117145,2008 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  2008 BRUCE PLACE SE,Residential-Single Family (Sem,0,299084,0,0
117151,1423 SHIPPEN LANE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1423 SHIPPEN LANE SE,Residential-Single Family (Row,0,305623,0,0
117152,3139 STANTON ROAD SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3139 STANTON ROAD SE,Residential-Single Family (Sem,0,304572,0,0
117153,1451 BRUCE STREET SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1451 BRUCE STREET SE,Residential-Single Family (Sem,0,305710,0,0
117155,1846 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1846 ALABAMA AVENUE SE,Residential-Single Family (Row,0,299019,0,0
117156,1824 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1824 ALABAMA AVENUE SE,Residential-Single Family (Row,0,277979,0,0
117158,1479 BRUCE STREET SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1479 BRUCE STREET SE,Residential-Single Family (Sem,0,305644,0,0
117159,1475 COLUMBIA ROAD NW,PRIVATE,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,COLORADO COLUMBIA LLC,,1,ANC 1A,R-5-B,COLUMBIA ROAD,Residential-Apartment (Walkup),23,234372,0,0
117160,1750 TOBIAS DRIVE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1750 TOBIAS DRIVE SE,Residential-Single Family (Row,0,298939,0,0
117162,1335 HALF STREET SW,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Multifamily (Misce,0,276491,0,0
117163,5057 KIMI GRAY COURT SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  5057 KIMI GRAY COURT SE,Residential-Single Family (Row,0,305319,0,0
117164,610 MORTON STREET NW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1,ANC 1E,R-4,PARK MORTON APARTMENTS:  610 MORTON STREET NW,Residential-Apartment (Walkup),12,228874,0,0
117167,306 50TH STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7C,R-5-A,LINCOLN HEIGHTS DWELLINGS,Residential-Apartment (Walkup),6,148744,0,0
117171,1850 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1850 ALABAMA AVENUE SE,Residential-Single Family (Row,0,299027,0,0
117174,907 VALLEY AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  907 VALLEY AVENUE SE,Residential-Single Family (Row,0,81952,0,0
117178,750 6TH STREET SE,PUBLIC,PUBLIC HOUSING,051,Commercial-Office-Small,"(Class 4): Structure without elevators used primarily for offices; secondary use may be retail sales, services, parking.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6B,R-5-B,TOWNHOMES ON CAPITOL HILL:  750 6TH STREET SE,Commercial-Office (Small),0,297663,0,0
117180,5003 QUEEN'S STROLL PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  5003 QUEENS STROLL PLACE SE,Residential-Single Family (Row,0,305234,0,0
117182,1500 1ST STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,SYPHAX GARDENS,Residential-Apartment (Walkup),6,276552,0,0
117184,1908 FREDERICK DOUGLASS COURT SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1908 FREDERICK DOUGLASS COURT SE,Residential-Single Family (Sem,0,300938,0,0
117185,12 57TH PLACE SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,EAST CAPITOL FAMILY RENTAL LP,DISTRICT OF COLUMBIA HOUSING AUTHORITY,7,ANC 7C,R-2,CAPITOL GATEWAY:  12 57TH PLACE SE,Residential-Single Family (Row,0,303369,0,0
